seq_length,A_count,C_count,G_count,T_count,A_frac,C_frac,G_frac,T_frac,GC_count,AT_count,GC_content,AT_content,CpG_count,CpG_density,CpG_observed_expected,GC_skew,AT_skew,purine_frac_AG,pyrimidine_frac_CT,GC_content_bin_01,GC_content_bin_02,GC_content_bin_03,GC_content_bin_04,GC_content_bin_05,GC_content_bin_06,GC_content_bin_07,GC_content_bin_08,GC_content_bin_09,GC_content_bin_10,GC_content_upstream_2kb,GC_content_downstream_500bp,GC_content_tss_near_500bp,CpG_count_upstream_2kb,CpG_count_downstream_500bp,CpG_count_tss_near_500bp,k3_AAA,k3_AAC,k3_AAG,k3_AAT,k3_ACA,k3_ACC,k3_ACG,k3_ACT,k3_AGA,k3_AGC,k3_AGG,k3_AGT,k3_ATA,k3_ATC,k3_ATG,k3_ATT,k3_CAA,k3_CAC,k3_CAG,k3_CAT,k3_CCA,k3_CCC,k3_CCG,k3_CCT,k3_CGA,k3_CGC,k3_CGG,k3_CGT,k3_CTA,k3_CTC,k3_CTG,k3_CTT,k3_GAA,k3_GAC,k3_GAG,k3_GAT,k3_GCA,k3_GCC,k3_GCG,k3_GCT,k3_GGA,k3_GGC,k3_GGG,k3_GGT,k3_GTA,k3_GTC,k3_GTG,k3_GTT,k3_TAA,k3_TAC,k3_TAG,k3_TAT,k3_TCA,k3_TCC,k3_TCG,k3_TCT,k3_TGA,k3_TGC,k3_TGG,k3_TGT,k3_TTA,k3_TTC,k3_TTG,k3_TTT
2500,753,531,492,724,0.3012,0.2124,0.1968,0.2896,1023,1477,0.4092,0.5908,42,0.0168,0.40191079876900465,-0.03812316715542522,0.01963439404197698,0.498,0.502,0.3,0.28,0.312,0.3,0.356,0.408,0.424,0.632,0.464,0.616,0.3765,0.54,0.548,25,17,26,0.041633306645316254,0.014811849479583666,0.020416333066453164,0.02802241793434748,0.01721377101681345,0.01120896717373899,0.0040032025620496394,0.013610888710968775,0.017614091273018415,0.01521216973578863,0.01521216973578863,0.014811849479583666,0.02522017614091273,0.01521216973578863,0.018414731785428344,0.02842273819055244,0.020416333066453164,0.010808646917534028,0.018414731785428344,0.019615692554043235,0.01921537229783827,0.01321056845476381,0.003602882305844676,0.020416333066453164,0.0040032025620496394,0.005204163330664532,0.003602882305844676,0.0040032025620496394,0.012810248198558846,0.020416333066453164,0.018815052041633307,0.017614091273018415,0.020816653322658127,0.007205764611689352,0.01521216973578863,0.009607686148919135,0.015612489991993595,0.01521216973578863,0.003602882305844676,0.012409927942353884,0.016413130504403524,0.008807045636509208,0.017614091273018415,0.009207365892714172,0.014811849479583666,0.0068054443554843875,0.01200960768614892,0.011609287429943955,0.022017614091273018,0.012810248198558846,0.008807045636509208,0.0300240192153723,0.017614091273018415,0.016813450760608487,0.005604483586869495,0.02321857485988791,0.014811849479583666,0.017614091273018415,0.015612489991993595,0.01721377101681345,0.020816653322658127,0.020816653322658127,0.016012810248198558,0.0300240192153723
2500,805,391,484,820,0.322,0.1564,0.1936,0.328,875,1625,0.35,0.65,13,0.0052,0.17173595992475324,0.10628571428571429,-0.009230769230769232,0.5156,0.4844,0.36,0.348,0.276,0.268,0.388,0.384,0.328,0.408,0.388,0.352,0.345,0.37,0.398,7,6,4,0.04323458767013611,0.01521216973578863,0.020416333066453164,0.03642914331465172,0.01921537229783827,0.005604483586869495,0.0020016012810248197,0.01321056845476381,0.02401921537229784,0.011609287429943955,0.018815052041633307,0.01721377101681345,0.025620496397117692,0.014411529223378704,0.017614091273018415,0.03763010408326661,0.01921537229783827,0.007606084867894315,0.018014411529223378,0.01521216973578863,0.01120896717373899,0.005204163330664532,0.0012009607686148918,0.014811849479583666,0.0016012810248198558,0.0008006405124099279,0.0020016012810248197,0.0008006405124099279,0.01401120896717374,0.008406725380304243,0.016413130504403524,0.01921537229783827,0.02602081665332266,0.0068054443554843875,0.01721377101681345,0.016413130504403524,0.013610888710968775,0.009607686148919135,0.0012009607686148918,0.008807045636509208,0.020816653322658127,0.00600480384307446,0.010808646917534028,0.008406725380304243,0.013610888710968775,0.004803843074459567,0.014811849479583666,0.014811849479583666,0.026821457165732587,0.010408326661329063,0.016012810248198558,0.02722177742193755,0.016012810248198558,0.012409927942353884,0.0008006405124099279,0.02121697357886309,0.020016012810248198,0.014811849479583666,0.01401120896717374,0.021617293835068056,0.02722177742193755,0.022818254603682947,0.021617293835068056,0.055244195356285025
2500,644,557,622,677,0.2576,0.2228,0.2488,0.2708,1179,1321,0.4716,0.5284,41,0.0164,0.2958545723241758,0.0551314673452078,-0.02498107494322483,0.5064,0.4936,0.364,0.46,0.456,0.456,0.508,0.476,0.428,0.564,0.584,0.42,0.464,0.502,0.574,24,17,17,0.018414731785428344,0.011609287429943955,0.02121697357886309,0.018414731785428344,0.01721377101681345,0.011609287429943955,0.004803843074459567,0.018815052041633307,0.02241793434747798,0.018815052041633307,0.01721377101681345,0.016413130504403524,0.01521216973578863,0.010008006405124099,0.015612489991993595,0.019615692554043235,0.016012810248198558,0.018014411529223378,0.020816653322658127,0.014811849479583666,0.017614091273018415,0.017614091273018415,0.004803843074459567,0.01921537229783827,0.0040032025620496394,0.0016012810248198558,0.005604483586869495,0.005204163330664532,0.01401120896717374,0.01921537229783827,0.02842273819055244,0.016012810248198558,0.019615692554043235,0.01321056845476381,0.020816653322658127,0.010408326661329063,0.012810248198558846,0.01721377101681345,0.005604483586869495,0.018014411529223378,0.019615692554043235,0.01921537229783827,0.02401921537229784,0.012810248198558846,0.010008006405124099,0.01120896717373899,0.01921537229783827,0.014811849479583666,0.015612489991993595,0.009607686148919135,0.01200960768614892,0.016813450760608487,0.022017614091273018,0.012810248198558846,0.0012009607686148918,0.021617293835068056,0.018414731785428344,0.01401120896717374,0.02842273819055244,0.020816653322658127,0.014811849479583666,0.01721377101681345,0.018414731785428344,0.02722177742193755
2500,477,719,682,622,0.1908,0.2876,0.2728,0.2488,1401,1099,0.5604,0.4396,148,0.0592,0.7545507567940158,-0.026409707351891507,-0.13193812556869883,0.4636,0.5364,0.484,0.516,0.46,0.392,0.392,0.564,0.584,0.712,0.752,0.748,0.513,0.75,0.732,81,67,60,0.01721377101681345,0.007606084867894315,0.01401120896717374,0.010808646917534028,0.009607686148919135,0.01200960768614892,0.0040032025620496394,0.01321056845476381,0.01401120896717374,0.016413130504403524,0.02241793434747798,0.01120896717373899,0.006405124099279423,0.0068054443554843875,0.01120896717373899,0.01401120896717374,0.01200960768614892,0.014411529223378704,0.018815052041633307,0.009207365892714172,0.019615692554043235,0.022017614091273018,0.01921537229783827,0.02802241793434748,0.005204163330664532,0.02722177742193755,0.01921537229783827,0.007205764611689352,0.012409927942353884,0.03322658126501201,0.02401921537229784,0.015612489991993595,0.010808646917534028,0.007205764611689352,0.01721377101681345,0.008807045636509208,0.013610888710968775,0.03642914331465172,0.02401921537229784,0.02522017614091273,0.01401120896717374,0.03322658126501201,0.020016012810248198,0.014811849479583666,0.009607686148919135,0.007606084867894315,0.01521216973578863,0.014811849479583666,0.009607686148919135,0.009607686148919135,0.01401120896717374,0.009607686148919135,0.011609287429943955,0.018414731785428344,0.01200960768614892,0.018815052041633307,0.010808646917534028,0.02241793434747798,0.020416333066453164,0.01401120896717374,0.014411529223378704,0.01321056845476381,0.01721377101681345,0.03282626100880705
2500,532,705,765,498,0.2128,0.282,0.306,0.1992,1470,1030,0.588,0.412,107,0.0428,0.4959903583182682,0.04081632653061224,0.03300970873786408,0.5188,0.4812,0.544,0.58,0.556,0.48,0.592,0.568,0.564,0.704,0.688,0.604,0.5735,0.646,0.696,70,37,52,0.016413130504403524,0.008807045636509208,0.018815052041633307,0.00600480384307446,0.016413130504403524,0.014811849479583666,0.007606084867894315,0.010808646917534028,0.018414731785428344,0.020016012810248198,0.029623698959167333,0.01401120896717374,0.0032025620496397116,0.01120896717373899,0.010408326661329063,0.006405124099279423,0.010408326661329063,0.018014411529223378,0.03242594075260208,0.010808646917534028,0.02121697357886309,0.028823058446757407,0.012409927942353884,0.02922337870296237,0.008807045636509208,0.012810248198558846,0.01401120896717374,0.007205764611689352,0.006405124099279423,0.02401921537229784,0.032025620496397116,0.01321056845476381,0.018815052041633307,0.01921537229783827,0.02401921537229784,0.010808646917534028,0.018815052041633307,0.02522017614091273,0.018014411529223378,0.01721377101681345,0.02722177742193755,0.02922337870296237,0.03642914331465172,0.013610888710968775,0.004403522818254604,0.012409927942353884,0.019615692554043235,0.01120896717373899,0.004403522818254604,0.003602882305844676,0.0068054443554843875,0.003602882305844676,0.01521216973578863,0.022818254603682947,0.004803843074459567,0.018014411529223378,0.018414731785428344,0.01721377101681345,0.02642113690952762,0.012810248198558846,0.004403522818254604,0.013610888710968775,0.012810248198558846,0.01401120896717374
2500,681,508,542,769,0.2724,0.2032,0.2168,0.3076,1050,1450,0.42,0.58,22,0.0088,0.19975593456721968,0.03238095238095238,-0.060689655172413794,0.4892,0.5108,0.456,0.508,0.352,0.452,0.408,0.392,0.488,0.432,0.332,0.38,0.436,0.356,0.382,19,3,1,0.026821457165732587,0.009607686148919135,0.02121697357886309,0.021617293835068056,0.014411529223378704,0.01200960768614892,0.0024019215372297837,0.020816653322658127,0.02121697357886309,0.01321056845476381,0.01721377101681345,0.016012810248198558,0.015612489991993595,0.010008006405124099,0.018414731785428344,0.032025620496397116,0.01521216973578863,0.018414731785428344,0.017614091273018415,0.015612489991993595,0.01921537229783827,0.014811849479583666,0.0020016012810248197,0.016813450760608487,0.0016012810248198558,0.0012009607686148918,0.0028022417934347476,0.0032025620496397116,0.014811849479583666,0.02121697357886309,0.022818254603682947,0.016012810248198558,0.01721377101681345,0.012409927942353884,0.016813450760608487,0.016012810248198558,0.013610888710968775,0.011609287429943955,0.0020016012810248197,0.016413130504403524,0.018014411529223378,0.01401120896717374,0.016813450760608487,0.012810248198558846,0.010808646917534028,0.009607686148919135,0.015612489991993595,0.01321056845476381,0.020016012810248198,0.008807045636509208,0.01200960768614892,0.022818254603682947,0.019615692554043235,0.014411529223378704,0.0024019215372297837,0.020816653322658127,0.021617293835068056,0.01521216973578863,0.024819855884707767,0.01721377101681345,0.02241793434747798,0.016413130504403524,0.022017614091273018,0.04643714971977582
2500,750,517,548,685,0.3,0.2068,0.2192,0.274,1065,1435,0.426,0.574,16,0.0064,0.1411851077948298,0.02910798122065728,0.04529616724738676,0.5192,0.4808,0.376,0.404,0.42,0.388,0.396,0.504,0.432,0.448,0.536,0.356,0.421,0.446,0.492,11,5,5,0.04123298638911129,0.01721377101681345,0.02241793434747798,0.028823058446757407,0.018014411529223378,0.010808646917534028,0.0012009607686148918,0.016813450760608487,0.018815052041633307,0.01521216973578863,0.020416333066453164,0.014411529223378704,0.016012810248198558,0.015612489991993595,0.020016012810248198,0.02241793434747798,0.021617293835068056,0.013610888710968775,0.02401921537229784,0.018815052041633307,0.018815052041633307,0.01120896717373899,0.0028022417934347476,0.017614091273018415,0.0024019215372297837,0.0008006405124099279,0.0020016012810248197,0.0012009607686148918,0.010808646917534028,0.01401120896717374,0.026821457165732587,0.020416333066453164,0.02642113690952762,0.010808646917534028,0.012409927942353884,0.010808646917534028,0.022017614091273018,0.012810248198558846,0.00040032025620496394,0.01521216973578863,0.018014411529223378,0.014811849479583666,0.017614091273018415,0.012409927942353884,0.009607686148919135,0.008406725380304243,0.013610888710968775,0.01401120896717374,0.020816653322658127,0.005204163330664532,0.010008006405124099,0.015612489991993595,0.01921537229783827,0.015612489991993595,0.0020016012810248197,0.02241793434747798,0.02121697357886309,0.019615692554043235,0.022818254603682947,0.017614091273018415,0.01521216973578863,0.020816653322658127,0.020816653322658127,0.02522017614091273
2500,586,663,726,525,0.2344,0.2652,0.2904,0.21,1389,1111,0.5556,0.4444,166,0.0664,0.8621800065650334,0.04535637149028078,0.05490549054905491,0.5248,0.4752,0.344,0.452,0.396,0.512,0.436,0.592,0.652,0.78,0.684,0.708,0.5205,0.696,0.732,109,56,71,0.03242594075260208,0.01521216973578863,0.018014411529223378,0.01401120896717374,0.01200960768614892,0.01120896717373899,0.0068054443554843875,0.01200960768614892,0.021617293835068056,0.021617293835068056,0.018815052041633307,0.01200960768614892,0.006405124099279423,0.008406725380304243,0.008406725380304243,0.014811849479583666,0.016413130504403524,0.01120896717373899,0.02241793434747798,0.010008006405124099,0.017614091273018415,0.026821457165732587,0.020416333066453164,0.01401120896717374,0.009207365892714172,0.02241793434747798,0.026821457165732587,0.008006405124099279,0.007606084867894315,0.018014411529223378,0.020816653322658127,0.013610888710968775,0.017614091273018415,0.008406725380304243,0.0300240192153723,0.007606084867894315,0.019615692554043235,0.018815052041633307,0.02802241793434748,0.01721377101681345,0.021617293835068056,0.025620496397117692,0.03642914331465172,0.01401120896717374,0.006405124099279423,0.016012810248198558,0.01120896717373899,0.01200960768614892,0.013610888710968775,0.007205764611689352,0.003602882305844676,0.006405124099279423,0.010808646917534028,0.021617293835068056,0.01120896717373899,0.016813450760608487,0.01120896717373899,0.01401120896717374,0.015612489991993595,0.011609287429943955,0.010408326661329063,0.018014411529223378,0.01200960768614892,0.02602081665332266
2500,674,588,543,695,0.2696,0.2352,0.2172,0.278,1131,1369,0.4524,0.5476,51,0.0204,0.39933100311947983,-0.03978779840848806,-0.015339663988312637,0.4868,0.5132,0.336,0.376,0.432,0.472,0.376,0.532,0.572,0.596,0.516,0.316,0.4615,0.416,0.556,35,15,31,0.03122497998398719,0.01401120896717374,0.018815052041633307,0.015612489991993595,0.018414731785428344,0.012810248198558846,0.004403522818254604,0.01521216973578863,0.018815052041633307,0.01721377101681345,0.022017614091273018,0.01521216973578863,0.01521216973578863,0.012810248198558846,0.012409927942353884,0.025620496397117692,0.012810248198558846,0.016012810248198558,0.02401921537229784,0.018815052041633307,0.020416333066453164,0.020816653322658127,0.007606084867894315,0.020416333066453164,0.003602882305844676,0.005604483586869495,0.006405124099279423,0.004803843074459567,0.015612489991993595,0.020416333066453164,0.016813450760608487,0.020816653322658127,0.016012810248198558,0.012810248198558846,0.01921537229783827,0.01401120896717374,0.013610888710968775,0.01401120896717374,0.005604483586869495,0.01321056845476381,0.02121697357886309,0.010408326661329063,0.017614091273018415,0.01321056845476381,0.008406725380304243,0.008006405124099279,0.01521216973578863,0.014811849479583666,0.019615692554043235,0.008006405124099279,0.01120896717373899,0.017614091273018415,0.01921537229783827,0.021617293835068056,0.0028022417934347476,0.024819855884707767,0.018414731785428344,0.01321056845476381,0.016413130504403524,0.01321056845476381,0.01721377101681345,0.02722177742193755,0.016813450760608487,0.03042433947157726
2500,592,582,628,698,0.2368,0.2328,0.2512,0.2792,1210,1290,0.484,0.516,84,0.0336,0.5745616915096198,0.03801652892561983,-0.08217054263565891,0.488,0.512,0.428,0.396,0.364,0.376,0.572,0.46,0.54,0.528,0.696,0.48,0.458,0.588,0.612,52,32,36,0.02842273819055244,0.013610888710968775,0.018014411529223378,0.014411529223378704,0.01521216973578863,0.01321056845476381,0.004403522818254604,0.01401120896717374,0.01521216973578863,0.013610888710968775,0.0244195356285028,0.01521216973578863,0.008406725380304243,0.007205764611689352,0.012810248198558846,0.018815052041633307,0.016012810248198558,0.012810248198558846,0.016413130504403524,0.008006405124099279,0.016012810248198558,0.018014411529223378,0.01120896717373899,0.023618895116092876,0.004803843074459567,0.009207365892714172,0.012810248198558846,0.0068054443554843875,0.013610888710968775,0.02522017614091273,0.019615692554043235,0.018815052041633307,0.016012810248198558,0.011609287429943955,0.022818254603682947,0.01120896717373899,0.009207365892714172,0.020416333066453164,0.009207365892714172,0.019615692554043235,0.02321857485988791,0.018815052041633307,0.022818254603682947,0.016012810248198558,0.008807045636509208,0.00600480384307446,0.016413130504403524,0.018815052041633307,0.01401120896717374,0.008807045636509208,0.01120896717373899,0.013610888710968775,0.012810248198558846,0.01721377101681345,0.008807045636509208,0.019615692554043235,0.018414731785428344,0.016813450760608487,0.020816653322658127,0.01200960768614892,0.016813450760608487,0.020016012810248198,0.019615692554043235,0.04843875100080064
