gene_id,gene_symbol,true_label,Protein_only_ProtBERT_SW_score,Genomic_only_K3K4Basic_score,Multimodal_handcrafted_score,Multimodal_DNABERT2_score,gene_symbol_upper,Protein_only_ProtBERT_SW_pred_0p5,Protein_only_ProtBERT_SW_error_0p5,Genomic_only_K3K4Basic_pred_0p5,Genomic_only_K3K4Basic_error_0p5,Multimodal_handcrafted_pred_0p5,Multimodal_handcrafted_error_0p5,Multimodal_DNABERT2_pred_0p5,Multimodal_DNABERT2_error_0p5,base_model,new_model,base_correct,new_correct,comparison_group,score_delta_new_minus_base
ENSG00000123146,ADGRE5,0,0.5544739303140973,0.5,0.5327962037490201,0.5191026245625255,ADGRE5,1,FP,1,FP,1,FP,1,FP,Protein_only_ProtBERT_SW,Multimodal_handcrafted,False,False,wrong_by_both,-0.02167772656507716
ENSG00000172594,SMPDL3A,0,0.6830315915074686,0.6372624913195291,0.6903664763527831,0.5702157935000706,SMPDL3A,1,FP,1,FP,1,FP,1,FP,Protein_only_ProtBERT_SW,Multimodal_handcrafted,False,False,wrong_by_both,0.0073348848453145266
ENSG00000111727,HCFC2,0,0.6108160931356124,0.5274582492602244,0.5825827770884968,0.6086422929663139,HCFC2,1,FP,1,FP,1,FP,1,FP,Protein_only_ProtBERT_SW,Multimodal_handcrafted,False,False,wrong_by_both,-0.028233316047115542
ENSG00000205356,TECPR1,1,0.4390374712445002,0.4582044036384721,0.3575867329641281,0.3934714561896162,TECPR1,0,FN,0,FN,0,FN,0,FN,Protein_only_ProtBERT_SW,Multimodal_handcrafted,False,False,wrong_by_both,-0.08145073828037214
ENSG00000078237,TIGAR,1,0.3218770932275368,0.4107685196436881,0.3410250863696386,0.4492596926560911,TIGAR,0,FN,0,FN,0,FN,0,FN,Protein_only_ProtBERT_SW,Multimodal_handcrafted,False,False,wrong_by_both,0.01914799314210175
ENSG00000068796,KIF2A,0,0.6763378566007207,0.6133725740305362,0.6865806518553479,0.6547982987674332,KIF2A,1,FP,1,FP,1,FP,1,FP,Protein_only_ProtBERT_SW,Multimodal_handcrafted,False,False,wrong_by_both,0.010242795254627235
ENSG00000152254,G6PC2,1,0.4074978339952077,0.3960168744806734,0.2937352405094329,0.3712430971671117,G6PC2,0,FN,0,FN,0,FN,0,FN,Protein_only_ProtBERT_SW,Multimodal_handcrafted,False,False,wrong_by_both,-0.11376259348577483
ENSG00000129003,VPS13C,1,0.2456048436757943,0.4931547877526578,0.3186043278965125,0.3450213026868532,VPS13C,0,FN,0,FN,0,FN,0,FN,Protein_only_ProtBERT_SW,Multimodal_handcrafted,False,False,wrong_by_both,0.0729994842207182
ENSG00000164530,PI16,1,0.2296617327200958,0.4768283446552798,0.2320076523721614,0.2296715614068667,PI16,0,FN,0,FN,0,FN,0,FN,Protein_only_ProtBERT_SW,Multimodal_handcrafted,False,False,wrong_by_both,0.002345919652065598
ENSG00000138435,CHRNA1,0,0.7495348297278424,0.3336360698474078,0.6176187841475461,0.7655666524268824,CHRNA1,1,FP,0,TN,1,FP,1,FP,Protein_only_ProtBERT_SW,Multimodal_handcrafted,False,False,wrong_by_both,-0.13191604558029624
ENSG00000105372,RPS19,0,0.5931791588092795,0.4834523543142872,0.6231937370557187,0.5308544449881887,RPS19,1,FP,0,TN,1,FP,1,FP,Protein_only_ProtBERT_SW,Multimodal_handcrafted,False,False,wrong_by_both,0.03001457824643916
ENSG00000128040,SPINK2,0,0.5109993858565173,0.5088784961499234,0.5095392853777232,0.4562013874423584,SPINK2,1,FP,1,FP,1,FP,0,TN,Protein_only_ProtBERT_SW,Multimodal_handcrafted,False,False,wrong_by_both,-0.0014601004787940797
ENSG00000187240,DYNC2H1,1,0.2566970152790263,0.3201079836260701,0.2170032942016062,0.278477193888538,DYNC2H1,0,FN,0,FN,0,FN,0,FN,Protein_only_ProtBERT_SW,Multimodal_handcrafted,False,False,wrong_by_both,-0.039693721077420085
ENSG00000196511,TPK1,0,0.6295031348011053,0.4396563614171829,0.5336622663122481,0.5260194707411022,TPK1,1,FP,0,TN,1,FP,1,FP,Protein_only_ProtBERT_SW,Multimodal_handcrafted,False,False,wrong_by_both,-0.0958408684888572
ENSG00000196275,GTF2IRD2,1,0.1723258319706425,0.4937657858914657,0.2781256581068179,0.3075191164980835,GTF2IRD2,0,FN,0,FN,0,FN,0,FN,Protein_only_ProtBERT_SW,Multimodal_handcrafted,False,False,wrong_by_both,0.10579982613617539
ENSG00000104833,TUBB4A,0,0.6433171489558301,0.5117516632901937,0.6917335303884182,0.7551807864181218,TUBB4A,1,FP,1,FP,1,FP,1,FP,Protein_only_ProtBERT_SW,Multimodal_handcrafted,False,False,wrong_by_both,0.048416381432588085
ENSG00000102984,ZNF821,0,0.5331349597733064,0.6693911013166249,0.6214777438411065,0.636189288041675,ZNF821,1,FP,1,FP,1,FP,1,FP,Protein_only_ProtBERT_SW,Multimodal_handcrafted,False,False,wrong_by_both,0.08834278406780016
ENSG00000105397,TYK2,1,0.3519966015391366,0.3590359112026682,0.2887996563899633,0.3083558413209941,TYK2,0,FN,0,FN,0,FN,0,FN,Protein_only_ProtBERT_SW,Multimodal_handcrafted,False,False,wrong_by_both,-0.06319694514917329
